13:00:47, 91%
13:00:49, 54%
13:00:51, 2%
13:00:53, 46%
13:00:55, 48%
13:00:57, 30%
13:00:59, 31%
13:01:01, 32%
13:01:03, 27%
13:01:06, 26%
13:01:08, 26%
13:01:10, 28%
13:01:12, 26%
13:01:14, 30%
13:01:16, 27%
13:01:34, 26%
13:01:36, 27%
13:01:38, 27%
13:01:40, 27%
13:01:42, 26%
13:01:44, 27%
13:01:46, 27%
13:01:48, 26%
13:01:50, 35%
13:01:52, 68%
13:01:57, 26%
13:01:59, 26%
13:02:01, 26%
13:02:03, 27%
13:02:05, 25%
13:02:07, 26%
13:02:09, 26%
13:02:11, 27%
13:02:13, 27%
13:02:15, 26%
13:02:17, 26%
13:02:19, 26%
13:02:21, 27%
13:02:23, 26%
13:02:25, 26%
13:02:27, 51%
13:02:29, 75%
13:02:32, 27%
13:02:34, 26%
13:02:36, 26%
13:02:38, 27%
13:02:40, 27%
13:02:42, 26%
13:02:44, 27%
13:02:46, 26%
13:02:48, 51%
13:02:50, 28%
13:02:52, 75%
13:02:54, 26%
13:02:56, 27%
13:02:58, 26%
13:03:00, 27%
13:03:02, 54%
13:03:04, 27%
13:03:06, 26%
13:03:08, 27%
13:03:10, 27%
13:03:12, 26%
13:03:14, 27%
13:03:16, 27%
13:03:18, 27%
13:03:20, 29%
13:03:22, 42%
13:03:24, 26%
13:03:26, 27%
13:03:28, 26%
13:03:30, 27%
13:03:32, 27%
13:03:34, 26%
13:03:36, 51%
13:03:38, 64%
13:03:43, 26%
13:03:45, 27%
13:03:47, 26%
13:03:49, 26%
13:03:51, 2%
13:03:53, 1%
13:03:55, 1%
13:03:57, 3%
13:03:59, 2%
13:04:01, 1%
13:04:03, 28%
13:04:05, 26%
13:04:07, 26%
13:04:09, 29%
13:04:11, 26%
13:04:13, 26%
13:04:15, 27%
13:04:17, 26%
13:04:19, 26%
13:04:21, 27%
13:04:23, 26%
13:04:25, 26%
13:04:27, 27%
13:04:29, 26%
13:04:31, 27%
13:04:33, 28%
13:04:35, 51%
13:04:37, 75%
13:04:39, 99%
13:04:43, 28%
13:04:45, 26%
13:04:47, 27%
13:04:49, 26%
13:04:51, 24%
13:04:53, 2%
13:04:55, 4%
13:04:57, 1%
13:04:59, 2%
13:05:01, 9%
13:05:03, 26%
13:05:05, 26%
13:05:07, 27%
13:05:09, 26%
13:05:11, 26%
13:05:13, 55%
13:05:15, 75%
13:05:17, 67%
13:05:19, 48%
13:05:22, 29%
13:05:24, 27%
13:05:26, 57%
13:05:28, 78%
13:05:30, 35%
13:05:32, 44%
13:05:34, 29%
13:05:36, 53%
13:05:38, 54%
13:05:40, 100%
13:05:43, 30%
13:05:45, 27%
13:05:47, 30%
13:05:49, 28%
13:05:51, 27%
13:05:53, 6%
13:05:55, 3%
13:05:57, 9%
13:05:59, 8%
13:06:01, 2%
13:06:03, 27%
13:06:05, 27%
13:06:07, 34%
13:06:09, 29%
13:06:11, 27%
13:06:13, 28%
13:06:15, 26%
13:06:17, 26%
13:06:19, 27%
13:06:21, 26%
13:06:23, 27%
13:06:25, 27%
13:06:27, 26%
13:06:29, 26%
13:06:31, 27%
13:06:33, 26%
13:06:35, 52%
13:06:37, 76%
13:06:39, 92%
13:06:43, 34%
13:06:45, 28%
13:06:47, 36%
13:06:49, 30%
13:06:51, 10%
13:06:53, 2%
13:06:55, 2%
13:06:57, 5%
13:06:59, 7%
13:07:01, 3%
13:07:03, 28%
13:07:05, 72%
13:07:07, 63%
13:07:09, 69%
13:07:11, 31%
13:07:13, 35%
13:07:15, 31%
13:07:17, 28%
13:07:19, 28%
13:07:21, 27%
13:07:23, 27%
13:07:25, 28%
13:07:27, 28%
13:07:29, 28%
13:07:31, 31%
13:07:33, 28%
13:07:35, 51%
13:07:37, 52%
13:07:39, 91%
13:07:42, 27%
13:07:44, 27%
13:07:46, 35%
13:07:48, 27%
13:07:50, 28%
13:07:52, 2%
13:07:54, 1%
13:07:56, 12%
13:07:58, 3%
13:08:00, 5%
13:08:02, 29%
13:08:04, 27%
13:08:06, 28%
13:08:08, 27%
13:08:10, 28%
13:08:12, 27%
13:08:14, 30%
13:08:16, 28%
13:08:18, 27%
13:08:20, 33%
13:08:22, 27%
13:08:24, 28%
13:08:26, 29%
13:08:28, 28%
13:08:30, 29%
13:08:32, 28%
13:08:34, 27%
13:08:36, 29%
13:08:39, 53%
13:08:41, 31%
13:08:43, 75%
13:08:45, 28%
13:08:47, 29%
13:08:49, 17%
13:08:51, 2%
13:08:53, 2%
13:08:55, 2%
13:08:57, 6%
13:08:59, 3%
13:09:01, 3%
13:09:03, 35%
13:09:05, 28%
13:09:07, 28%
13:09:09, 27%
13:09:11, 27%
13:09:13, 28%
13:09:15, 27%
13:09:17, 27%
13:09:19, 28%
13:09:21, 27%
13:09:23, 27%
13:09:25, 28%
13:09:27, 28%
13:09:29, 27%
13:09:31, 29%
13:09:33, 31%
13:09:35, 28%
13:09:37, 60%
13:09:39, 100%
13:09:41, 87%
13:09:46, 29%
13:09:48, 27%
13:09:50, 25%
13:09:52, 5%
13:09:54, 3%
13:09:56, 3%
13:09:58, 2%
13:10:00, 4%
13:10:02, 33%
13:10:04, 27%
13:10:06, 28%
13:10:08, 31%
13:10:10, 27%
13:10:12, 33%
13:10:14, 31%
13:10:16, 27%
13:10:18, 27%
13:10:20, 27%
13:10:22, 27%
13:10:24, 28%
13:10:26, 27%
13:10:28, 27%
13:10:30, 29%
13:10:32, 27%
13:10:34, 76%
13:10:36, 55%
13:10:40, 28%
13:10:42, 28%
13:10:44, 29%
13:10:46, 27%
13:10:48, 27%
13:10:50, 11%
13:10:52, 2%
13:10:54, 7%
13:10:56, 3%
13:10:58, 4%
13:11:00, 14%
13:11:02, 24%
13:11:04, 30%
13:11:06, 31%
13:11:08, 27%
13:11:10, 28%
13:11:12, 29%
13:11:14, 27%
13:11:16, 27%
13:11:18, 29%
13:11:20, 29%
13:11:22, 28%
13:11:24, 29%
13:11:26, 28%
13:11:28, 28%
13:11:30, 30%
13:11:32, 27%
13:11:34, 31%
13:11:36, 45%
13:11:38, 100%
13:11:42, 29%
13:11:44, 30%
13:11:46, 31%
13:11:48, 30%
13:11:50, 29%
13:11:52, 2%
13:11:54, 5%
13:11:56, 7%
13:11:58, 2%
13:12:00, 5%
13:12:02, 30%
13:12:04, 28%
13:12:06, 28%
13:12:08, 30%
13:12:10, 29%
13:12:12, 90%
13:12:14, 28%
13:12:16, 28%
13:12:18, 30%
13:12:20, 28%
13:12:22, 27%
13:12:24, 28%
13:12:26, 27%
13:12:28, 29%
13:12:30, 30%
13:12:32, 28%
13:12:34, 26%
13:12:36, 33%
13:12:38, 51%
13:12:40, 31%
13:12:42, 94%
13:12:44, 29%
13:12:46, 30%
13:12:48, 45%
13:12:50, 9%
13:12:52, 10%
13:12:54, 6%
13:12:56, 2%
13:12:58, 9%
13:13:00, 5%
13:13:02, 28%
13:13:04, 27%
13:13:06, 29%
13:13:08, 27%
13:13:10, 32%
13:13:12, 28%
13:13:14, 35%
13:13:16, 35%
13:13:18, 30%
13:13:20, 33%
13:13:22, 30%
13:13:24, 31%
13:13:26, 29%
13:13:28, 32%
13:13:30, 31%
13:13:32, 29%
13:13:35, 27%
13:13:37, 53%
13:13:39, 69%
13:13:43, 29%
13:13:45, 27%
13:13:47, 30%
13:13:49, 27%
13:13:51, 23%
13:13:53, 2%
13:13:55, 2%
13:13:57, 8%
13:13:59, 3%
13:14:01, 11%
13:14:03, 27%
13:14:05, 27%
13:14:07, 29%
13:14:09, 29%
13:14:11, 26%
13:14:13, 30%
13:14:15, 27%
13:14:17, 27%
13:14:19, 27%
13:14:21, 27%
13:14:23, 28%
13:14:25, 30%
13:14:27, 28%
13:14:29, 28%
13:14:31, 30%
13:14:33, 50%
13:14:35, 52%
13:14:37, 100%
13:14:40, 30%
13:14:42, 27%
13:14:44, 30%
13:14:46, 27%
13:14:48, 27%
13:14:50, 2%
13:14:52, 3%
13:14:54, 6%
13:14:56, 9%
13:14:58, 3%
13:15:00, 4%
13:15:02, 27%
13:15:04, 31%
13:15:06, 30%
13:15:08, 27%
13:15:10, 28%
13:15:12, 28%
13:15:14, 26%
13:15:16, 28%
13:15:18, 29%
13:15:20, 33%
13:15:22, 31%
13:15:24, 28%
13:15:26, 27%
13:15:28, 29%
13:15:30, 30%
13:15:32, 28%
13:15:34, 76%
13:15:36, 99%
13:15:43, 27%
13:15:45, 27%
13:15:47, 32%
13:15:49, 29%
13:15:51, 27%
13:15:53, 28%
13:15:55, 2%
13:15:57, 5%
13:15:59, 6%
13:16:01, 13%
13:16:03, 30%
13:16:05, 29%
13:16:07, 27%
13:16:09, 31%
13:16:11, 28%
13:16:13, 50%
13:16:15, 28%
13:16:17, 32%
13:16:19, 30%
13:16:21, 29%
13:16:23, 29%
13:16:25, 29%
13:16:27, 28%
13:16:29, 37%
13:16:31, 28%
13:16:33, 64%
13:16:35, 55%
13:16:37, 68%
13:16:39, 27%
13:16:41, 27%
13:16:43, 32%
13:16:45, 44%
13:16:47, 30%
13:16:49, 28%
13:16:51, 3%
13:16:53, 5%
13:16:55, 2%
13:16:57, 7%
13:16:59, 3%
13:17:01, 13%
13:17:03, 30%
13:17:05, 28%
13:17:07, 29%
13:17:09, 32%
13:17:12, 28%
13:17:14, 31%
13:17:16, 27%
13:17:18, 28%
13:17:20, 29%
13:17:22, 33%
13:17:24, 31%
13:17:26, 28%
13:17:28, 29%
13:17:30, 30%
13:17:32, 29%
13:17:34, 72%
13:17:36, 52%
13:17:38, 100%
13:17:40, 29%
13:17:42, 29%
13:17:44, 33%
13:17:46, 27%
13:17:48, 28%
13:17:50, 4%
13:17:52, 4%
13:17:54, 9%
13:17:56, 3%
13:17:58, 3%
13:18:00, 4%
13:18:02, 31%
13:18:04, 34%
13:18:06, 31%
13:18:08, 35%
13:18:10, 29%
13:18:12, 29%
13:18:14, 29%
13:18:16, 28%
13:18:18, 29%
13:18:20, 30%
13:18:22, 29%
13:18:24, 30%
13:18:26, 30%
13:18:28, 27%
13:18:30, 33%
13:18:32, 30%
13:18:34, 32%
13:18:36, 31%
13:18:38, 52%
13:18:40, 46%
13:18:42, 76%
13:18:45, 27%
13:18:47, 29%
13:18:49, 31%
13:18:51, 2%
13:18:53, 9%
13:18:55, 4%
13:18:57, 8%
13:18:59, 9%
13:19:01, 9%
13:19:03, 28%
13:19:05, 29%
13:19:07, 32%
13:19:09, 32%
13:19:11, 30%
13:19:13, 29%
13:19:15, 31%
13:19:17, 32%
13:19:19, 38%
13:19:21, 31%
13:19:23, 32%
13:19:25, 32%
13:19:27, 32%
13:19:29, 31%
13:19:31, 30%
13:19:33, 59%
13:19:35, 53%
13:19:37, 56%
13:19:39, 30%
13:19:41, 31%
13:19:43, 28%
13:19:45, 28%
13:19:47, 36%
13:19:49, 6%
13:19:51, 5%
13:19:53, 9%
13:19:55, 5%
13:19:57, 2%
13:19:59, 11%
13:20:01, 20%
13:20:03, 30%
13:20:05, 31%
13:20:07, 34%
13:20:09, 29%
13:20:11, 31%
13:20:13, 27%
13:20:15, 28%
13:20:17, 29%
13:20:19, 30%
13:20:21, 29%
13:20:23, 30%
13:20:25, 29%
13:20:27, 28%
13:20:29, 32%
13:20:31, 31%
13:20:33, 28%
13:20:35, 38%
13:20:37, 50%
13:20:43, 29%
13:20:45, 29%
13:20:47, 29%
13:20:49, 27%
13:20:51, 8%
13:20:53, 3%
13:20:55, 7%
13:20:57, 4%
13:20:59, 2%
13:21:01, 4%
13:21:03, 28%
13:21:05, 31%
13:21:07, 32%
13:21:09, 27%
13:21:11, 31%
13:21:13, 100%
13:21:15, 34%
13:21:17, 36%
13:21:19, 36%
13:21:21, 29%
13:21:23, 31%
13:21:25, 29%
13:21:27, 29%
13:21:29, 33%
13:21:31, 31%
13:21:33, 52%
13:21:35, 52%
13:21:37, 100%
13:21:40, 32%
13:21:42, 31%
13:21:44, 30%
13:21:46, 29%
13:21:48, 29%
13:21:50, 36%
13:21:52, 5%
13:21:54, 6%
13:21:56, 7%
13:21:58, 5%
13:22:00, 8%
13:22:02, 32%
13:22:04, 27%
13:22:06, 30%
13:22:08, 55%
13:22:10, 31%
13:22:12, 30%
13:22:14, 28%
13:22:16, 29%
13:22:18, 31%
13:22:20, 42%
13:22:22, 34%
13:22:24, 30%
13:22:26, 27%
13:22:28, 28%
13:22:30, 33%
13:22:32, 49%
13:22:34, 51%
13:22:36, 97%
13:22:39, 27%
13:22:41, 28%
13:22:43, 32%
13:22:45, 29%
13:22:47, 30%
13:22:49, 28%
13:22:51, 2%
13:22:53, 6%
13:22:55, 8%
13:22:57, 5%
13:22:59, 3%
13:23:01, 4%
13:23:03, 27%
13:23:05, 34%
13:23:07, 50%
13:23:09, 27%
13:23:11, 29%
13:23:13, 29%
13:23:15, 29%
13:23:17, 31%
13:23:19, 29%
13:23:21, 27%
13:23:23, 30%
13:23:25, 33%
13:23:27, 30%
13:23:29, 29%
13:23:31, 30%
13:23:33, 28%
13:23:35, 31%
13:23:37, 56%
13:23:39, 65%
13:23:45, 60%
13:23:47, 28%
13:23:49, 29%
13:23:51, 35%
13:23:53, 23%
13:23:55, 2%
13:23:57, 3%
13:23:59, 1%
13:24:01, 19%
13:24:03, 28%
13:24:05, 27%
13:24:07, 30%
13:24:09, 29%
13:24:11, 31%
13:24:13, 28%
13:24:15, 28%
13:24:17, 45%
13:24:19, 28%
13:24:21, 41%
13:24:23, 27%
13:24:25, 28%
13:24:27, 29%
13:24:29, 27%
13:24:31, 32%
13:24:33, 29%
13:24:35, 54%
13:24:37, 53%
13:24:39, 90%
13:24:42, 29%
13:24:44, 29%
13:24:46, 33%
13:24:48, 28%
13:24:50, 5%
13:24:52, 4%
13:24:54, 2%
13:24:56, 13%
13:24:58, 2%
13:25:00, 4%
13:25:02, 29%
13:25:04, 28%
13:25:06, 35%
13:25:08, 29%
13:25:11, 29%
13:25:13, 29%
13:25:15, 38%
13:25:17, 32%
13:25:19, 29%
13:25:21, 34%
13:25:23, 35%
13:25:25, 28%
13:25:27, 35%
13:25:29, 30%
13:25:31, 28%
13:25:33, 31%
13:25:35, 52%
13:25:37, 74%
13:25:39, 88%
13:25:42, 32%
13:25:44, 27%
13:25:46, 33%
13:25:48, 28%
13:25:50, 3%
13:25:52, 9%
13:25:54, 4%
13:25:56, 6%
13:25:58, 5%
13:26:00, 3%
13:26:02, 41%
13:26:04, 29%
13:26:06, 28%
13:26:08, 30%
13:26:10, 31%
13:26:12, 31%
13:26:14, 27%
13:26:16, 31%
13:26:18, 27%
13:26:20, 29%
13:26:22, 31%
13:26:24, 27%
13:26:26, 29%
13:26:28, 29%
13:26:30, 29%
13:26:32, 29%
13:26:34, 55%
13:26:36, 54%
13:26:38, 54%
13:26:42, 30%
13:26:44, 27%
13:26:46, 34%
13:26:48, 27%
13:26:50, 3%
13:26:52, 4%
13:26:54, 2%
13:26:57, 8%
13:26:59, 4%
13:27:01, 3%
13:27:03, 28%
13:27:05, 30%
13:27:07, 34%
13:27:09, 28%
13:27:11, 29%
13:27:13, 29%
13:27:15, 27%
13:27:17, 31%
13:27:19, 28%
13:27:21, 27%
13:27:23, 31%
13:27:25, 27%
13:27:27, 30%
13:27:29, 29%
13:27:31, 28%
13:27:33, 30%
13:27:35, 52%
13:27:37, 73%
13:27:39, 99%
13:27:42, 37%
13:27:44, 95%
13:27:46, 26%
13:27:48, 30%
13:27:53, 98%
13:27:55, 61%
13:27:57, 2%
13:27:59, 39%
13:28:01, 81%
13:28:03, 64%
13:28:05, 79%
13:28:07, 68%
13:28:09, 81%
13:28:11, 48%
13:28:13, 31%
13:28:15, 75%
13:28:17, 77%
13:28:19, 65%
13:28:21, 33%
13:28:36, 81%
13:28:38, 75%
13:28:40, 53%
13:28:42, 30%
13:28:45, 29%
13:28:47, 28%
13:28:49, 28%
13:28:51, 28%
13:28:53, 28%
13:28:55, 76%
13:28:57, 100%
13:29:00, 36%
13:29:02, 29%
13:29:04, 30%
13:29:06, 28%
13:29:08, 27%
13:29:10, 30%
13:29:12, 29%
13:29:14, 35%
13:29:16, 59%
13:29:18, 54%
13:29:20, 29%
13:29:22, 37%
13:29:24, 32%
