12:49:32, 48.6932%
12:49:33, 48.6512%
12:49:34, 48.6159%
12:49:35, 48.5646%
13:00:46, 94.8017%
13:00:47, 93.8303%
13:00:48, 91.9915%
13:00:49, 91.4372%
13:00:50, 91.6151%
13:00:52, 91.5918%
13:00:53, 90.5373%
13:00:54, 89.3251%
13:00:55, 87.8564%
13:00:56, 86.5797%
13:00:57, 85.1993%
13:00:58, 84.8299%
13:00:59, 84.6742%
13:01:00, 84.4464%
13:01:01, 84.2555%
13:01:02, 83.7077%
13:01:03, 83.2723%
13:01:04, 82.7015%
13:01:05, 82.2694%
13:01:06, 81.9588%
13:01:07, 81.6677%
13:01:08, 81.3629%
13:01:09, 81.0197%
13:01:10, 80.7506%
13:01:11, 80.4588%
13:01:12, 80.1478%
13:01:13, 79.8329%
13:01:14, 79.6497%
13:01:15, 79.3727%
13:01:32, 79.1021%
13:01:33, 78.7778%
13:01:34, 78.4146%
13:01:35, 78.0774%
13:01:36, 77.6756%
13:01:37, 77.2936%
13:01:38, 76.9564%
13:01:39, 76.6324%
13:01:40, 76.3405%
13:01:41, 76.12%
13:01:42, 75.8735%
13:01:43, 75.6011%
13:01:44, 75.2898%
13:01:45, 74.8309%
13:01:46, 74.4806%
13:01:47, 74.1052%
13:01:48, 73.8468%
13:01:49, 73.4901%
13:01:50, 73.3552%
13:01:51, 73.3365%
13:01:56, 73.0208%
13:01:57, 72.7355%
13:01:58, 72.4436%
13:01:59, 72.1131%
13:02:00, 71.8148%
13:02:01, 71.4725%
13:02:02, 71.1227%
13:02:03, 70.7663%
13:02:04, 70.4225%
13:02:05, 70.0917%
13:02:06, 69.8518%
13:02:07, 69.6118%
13:02:08, 69.3783%
13:02:09, 69.1189%
13:02:10, 68.7819%
13:02:11, 68.5225%
13:02:12, 68.1593%
13:02:13, 67.848%
13:02:14, 67.5367%
13:02:15, 67.2448%
13:02:16, 67.532%
13:02:17, 67.3645%
13:02:18, 67.2809%
13:02:19, 67.2162%
13:02:20, 67.1432%
13:02:21, 67.0623%
13:02:22, 66.9657%
13:02:23, 66.8684%
13:02:24, 66.7848%
13:02:25, 66.7005%
13:02:26, 66.6111%
13:02:27, 66.5398%
13:02:28, 66.4814%
13:02:31, 66.4425%
13:02:32, 66.3459%
13:02:33, 66.2746%
13:02:34, 66.2097%
13:02:35, 66.1449%
13:02:36, 66.0644%
13:02:37, 65.99%
13:02:38, 65.903%
13:02:39, 65.7824%
13:02:40, 65.6725%
13:02:41, 65.5687%
13:02:42, 65.4947%
13:02:43, 65.4325%
13:02:44, 65.3633%
13:02:45, 65.2698%
13:02:46, 65.1931%
13:02:47, 65.0844%
13:02:48, 65.0237%
13:02:49, 64.9622%
13:02:50, 64.9128%
13:02:51, 64.835%
13:02:53, 64.7442%
13:02:54, 64.6663%
13:02:55, 64.5755%
13:02:56, 64.5289%
13:02:57, 64.4343%
13:02:58, 64.337%
13:02:59, 64.2404%
13:03:00, 64.1302%
13:03:01, 64.0394%
13:03:02, 63.5799%
13:03:03, 63.5418%
13:03:04, 63.4835%
13:03:05, 63.3999%
13:03:06, 63.3026%
13:03:07, 63.2183%
13:03:08, 63.1378%
13:03:09, 63.0287%
13:03:10, 62.9339%
13:03:11, 62.8301%
13:03:12, 62.7336%
13:03:13, 62.6687%
13:03:14, 62.6422%
13:03:15, 62.5742%
13:03:16, 62.464%
13:03:17, 62.3861%
13:03:18, 62.3278%
13:03:19, 62.2863%
13:03:20, 62.2711%
13:03:21, 62.1868%
13:03:23, 62.0766%
13:03:24, 61.9793%
13:03:25, 61.8568%
13:03:26, 61.7732%
13:03:27, 61.6953%
13:03:28, 61.6305%
13:03:29, 61.5267%
13:03:30, 61.4297%
13:03:31, 61.3397%
13:03:32, 61.2495%
13:03:33, 61.1788%
13:03:34, 61.1205%
13:03:35, 61.0663%
13:03:36, 60.9585%
13:03:37, 60.8872%
13:03:38, 60.8158%
13:03:39, 60.7964%
13:03:42, 60.725%
13:03:43, 60.6407%
13:03:44, 60.5636%
13:03:45, 60.4469%
13:03:46, 60.3114%
13:03:47, 60.2141%
13:03:48, 60.1237%
13:03:49, 60.0718%
13:03:50, 67.8706%
13:03:51, 67.8786%
13:03:52, 67.8728%
13:03:53, 67.8728%
13:03:54, 67.8548%
13:03:55, 67.8651%
13:03:56, 67.9074%
13:03:57, 67.9049%
13:03:58, 67.8991%
13:03:59, 67.9018%
13:04:00, 67.8896%
13:04:01, 67.888%
13:04:02, 67.4832%
13:04:03, 67.3379%
13:04:04, 67.2406%
13:04:05, 67.1699%
13:04:06, 67.0948%
13:04:07, 67.0364%
13:04:08, 66.9456%
13:04:09, 66.8555%
13:04:10, 66.7272%
13:04:11, 66.6337%
13:04:12, 66.5456%
13:04:13, 66.4656%
13:04:14, 66.4036%
13:04:15, 66.3647%
13:04:16, 66.2739%
13:04:17, 66.1708%
13:04:18, 66.0865%
13:04:19, 66.0281%
13:04:20, 65.9617%
13:04:21, 65.8797%
13:04:22, 65.8019%
13:04:23, 65.6916%
13:04:24, 65.6073%
13:04:25, 65.4972%
13:04:26, 65.4326%
13:04:27, 65.3612%
13:04:28, 65.251%
13:04:29, 65.1922%
13:04:30, 65.0899%
13:04:31, 65.0029%
13:04:32, 64.9776%
13:04:33, 64.9227%
13:04:34, 64.8578%
13:04:35, 64.78%
13:04:36, 64.6697%
13:04:37, 64.6178%
13:04:38, 64.5919%
13:04:42, 64.6503%
13:04:43, 64.5739%
13:04:44, 64.4896%
13:04:45, 64.3988%
13:04:46, 64.282%
13:04:47, 64.2089%
13:04:48, 64.108%
13:04:49, 64.034%
13:04:50, 63.9524%
13:04:51, 67.8882%
13:04:52, 67.8684%
13:04:53, 67.8691%
13:04:54, 67.8705%
13:04:55, 67.8575%
13:04:56, 67.8388%
13:04:57, 67.8323%
13:04:58, 67.8064%
13:04:59, 67.8426%
13:05:00, 67.8482%
13:05:01, 67.6219%
13:05:02, 67.3769%
13:05:04, 67.2475%
13:05:05, 67.1833%
13:05:06, 67.112%
13:05:07, 67.0435%
13:05:08, 66.9657%
13:05:09, 66.8626%
13:05:10, 66.7722%
13:05:11, 66.6886%
13:05:12, 66.6145%
13:05:13, 66.5114%
13:05:14, 65.7022%
13:05:15, 64.3874%
13:05:16, 63.5252%
13:05:17, 62.6179%
13:05:18, 62.0562%
13:05:19, 61.7677%
13:05:20, 61.5366%
13:05:21, 61.4153%
13:05:22, 61.3108%
13:05:23, 63.4846%
13:05:24, 63.4049%
13:05:25, 62.6974%
13:05:26, 61.9264%
13:05:27, 61.4427%
13:05:28, 61.0291%
13:05:29, 60.8878%
13:05:30, 60.772%
13:05:31, 60.692%
13:05:32, 60.701%
13:05:33, 60.6114%
13:05:34, 60.5148%
13:05:35, 60.5356%
13:05:36, 60.4588%
13:05:37, 60.4199%
13:05:38, 60.2772%
13:05:42, 60.1816%
13:05:43, 60.1247%
13:05:44, 60.0556%
13:05:45, 59.9777%
13:05:46, 59.8934%
13:05:47, 59.803%
13:05:48, 59.6935%
13:05:49, 59.6157%
13:05:50, 59.5187%
13:05:51, 59.4603%
13:05:52, 59.3515%
13:05:53, 63.3316%
13:05:54, 63.2996%
13:05:55, 63.3071%
13:05:56, 63.2556%
13:05:57, 63.1946%
13:05:58, 63.1908%
13:05:59, 63.1908%
13:06:00, 63.1691%
13:06:01, 63.1804%
13:06:02, 62.7277%
13:06:03, 62.5807%
13:06:04, 62.4834%
13:06:05, 62.4186%
13:06:06, 62.3262%
13:06:07, 62.2378%
13:06:08, 62.1081%
13:06:09, 61.9783%
13:06:10, 62.5123%
13:06:11, 62.4383%
13:06:12, 62.3333%
13:06:13, 62.2738%
13:06:14, 62.2168%
13:06:15, 62.1687%
13:06:16, 62.0935%
13:06:17, 61.9936%
13:06:18, 61.9199%
13:06:19, 61.8622%
13:06:20, 61.7652%
13:06:21, 61.6915%
13:06:22, 61.6293%
13:06:23, 61.5164%
13:06:24, 61.4413%
13:06:25, 61.3413%
13:06:26, 61.2474%
13:06:27, 61.207%
13:06:28, 61.1119%
13:06:29, 61.0293%
13:06:30, 60.9457%
13:06:31, 60.8716%
13:06:32, 60.7836%
13:06:33, 60.7096%
13:06:34, 60.6676%
13:06:35, 60.5936%
13:06:36, 60.4924%
13:06:37, 60.4291%
13:06:38, 60.3902%
13:06:42, 60.2669%
13:06:43, 61.1896%
13:06:44, 61.1578%
13:06:45, 61.067%
13:06:46, 61.0073%
13:06:47, 60.9738%
13:06:48, 60.8749%
13:06:49, 60.8043%
13:06:50, 60.7209%
13:06:51, 64.7089%
13:06:52, 64.7141%
13:06:53, 64.711%
13:06:54, 64.7132%
13:06:55, 64.73%
13:06:56, 64.6736%
13:06:57, 64.7097%
13:06:58, 64.7227%
13:06:59, 64.7023%
13:07:00, 64.719%
13:07:01, 64.7488%
13:07:02, 64.3447%
13:07:03, 64.1788%
13:07:04, 63.3196%
13:07:05, 61.9316%
13:07:06, 60.941%
13:07:07, 60.0337%
13:07:08, 59.5778%
13:07:09, 59.3615%
13:07:10, 59.2477%
13:07:11, 59.0856%
13:07:12, 58.9119%
13:07:13, 58.8218%
13:07:14, 58.8408%
13:07:15, 58.7859%
13:07:16, 58.7347%
13:07:17, 58.6882%
13:07:18, 58.6167%
13:07:19, 58.5583%
13:07:20, 58.4655%
13:07:22, 58.3839%
13:07:23, 58.2875%
13:07:24, 58.2234%
13:07:25, 58.1086%
13:07:26, 58.0373%
13:07:27, 57.927%
13:07:28, 57.8362%
13:07:29, 57.7649%
13:07:30, 57.6881%
13:07:31, 57.5665%
13:07:32, 57.4699%
13:07:33, 57.3409%
13:07:34, 57.2696%
13:07:35, 57.1853%
13:07:36, 57.5369%
13:07:37, 57.4483%
13:07:38, 57.4223%
13:07:39, 57.3798%
13:07:41, 58.0954%
13:07:42, 58.063%
13:07:43, 57.9981%
13:07:44, 57.9203%
13:07:45, 57.8562%
13:07:46, 57.7459%
13:07:47, 57.6292%
13:07:48, 57.5582%
13:07:49, 57.4487%
13:07:50, 57.3842%
13:07:51, 61.2482%
13:07:52, 61.2539%
13:07:53, 61.2847%
13:07:54, 61.2847%
13:07:55, 61.2854%
13:07:56, 61.3386%
13:07:57, 61.353%
13:07:58, 61.3336%
13:07:59, 61.3336%
13:08:00, 61.3271%
13:08:01, 61.3365%
13:08:02, 61.1314%
13:08:03, 61.0089%
13:08:04, 60.9246%
13:08:05, 60.8532%
13:08:06, 60.7559%
13:08:07, 60.6781%
13:08:08, 60.5751%
13:08:09, 60.4651%
13:08:10, 60.3948%
13:08:12, 60.2975%
13:08:13, 60.2074%
13:08:14, 60.1231%
13:08:15, 60.0447%
13:08:16, 59.9509%
13:08:17, 59.8538%
13:08:18, 59.776%
13:08:19, 59.718%
13:08:20, 59.6599%
13:08:21, 59.5763%
13:08:22, 59.4855%
13:08:23, 59.4012%
13:08:24, 59.265%
13:08:25, 59.2206%
13:08:26, 59.1564%
13:08:27, 59.0786%
13:08:28, 59.008%
13:08:29, 58.9107%
13:08:30, 58.8206%
13:08:31, 58.7304%
13:08:32, 58.6533%
13:08:33, 58.6079%
13:08:34, 58.5495%
13:08:35, 58.4912%
13:08:36, 58.334%
13:08:37, 58.2389%
13:08:38, 58.1871%
13:08:39, 58.1222%
13:08:40, 58.0191%
13:08:41, 57.9348%
13:08:42, 57.9089%
13:08:44, 57.8202%
13:08:45, 57.7107%
13:08:46, 57.6134%
13:08:47, 57.5226%
13:08:48, 57.4902%
13:08:49, 61.4237%
13:08:50, 61.4197%
13:08:51, 61.4162%
13:08:52, 61.404%
13:08:53, 61.3975%
13:08:54, 61.3986%
13:08:55, 61.402%
13:08:56, 61.4073%
13:08:57, 61.4073%
13:08:58, 61.3626%
13:08:59, 61.3626%
13:09:00, 61.3828%
13:09:01, 61.3994%
13:09:02, 61.0456%
13:09:03, 60.7548%
13:09:04, 60.6258%
13:09:05, 60.548%
13:09:06, 60.4637%
13:09:07, 60.3923%
13:09:08, 60.3347%
13:09:09, 60.2374%
13:09:10, 60.0892%
13:09:11, 60.0293%
13:09:12, 59.9725%
13:09:13, 59.8947%
13:09:14, 59.7974%
13:09:15, 59.7592%
13:09:16, 59.6619%
13:09:17, 59.5783%
13:09:18, 59.4875%
13:09:19, 59.4162%
13:09:20, 59.3124%
13:09:21, 59.2216%
13:09:22, 59.2119%
13:09:23, 59.1187%
13:09:24, 59.0353%
13:09:25, 58.9372%
13:09:26, 58.8359%
13:09:27, 58.7646%
13:09:28, 58.6803%
13:09:29, 58.6154%
13:09:30, 58.5249%
13:09:31, 58.4362%
13:09:32, 58.3389%
13:09:33, 58.2624%
13:09:34, 58.1976%
13:09:35, 58.1392%
13:09:36, 58.0098%
13:09:37, 57.9441%
13:09:38, 57.888%
13:09:39, 57.8109%
13:09:40, 57.7204%
13:09:41, 57.6867%
13:09:45, 57.6118%
13:09:46, 57.5145%
13:09:47, 57.3977%
13:09:48, 57.3033%
13:09:49, 57.1996%
13:09:50, 61.093%
13:09:51, 61.0957%
13:09:52, 61.0697%
13:09:53, 61.0841%
13:09:54, 61.0776%
13:09:55, 61.0791%
13:09:56, 61.0935%
13:09:57, 61.056%
13:09:58, 61.0598%
13:09:59, 61.0769%
13:10:00, 61.0643%
13:10:01, 60.8252%
13:10:02, 60.664%
13:10:03, 60.5213%
13:10:04, 60.4435%
13:10:05, 60.3664%
13:10:06, 60.2885%
13:10:07, 60.1403%
13:10:08, 60.0365%
13:10:09, 59.8912%
13:10:10, 59.8037%
13:10:11, 59.7498%
13:10:12, 59.6624%
13:10:13, 59.5068%
13:10:14, 59.475%
13:10:15, 59.4174%
13:10:16, 59.353%
13:10:17, 59.2836%
13:10:18, 59.2107%
13:10:19, 59.1353%
13:10:20, 59.0578%
13:10:21, 58.9677%
13:10:22, 58.8964%
13:10:23, 58.8804%
13:10:24, 58.8026%
13:10:25, 58.681%
13:10:26, 58.5967%
13:10:27, 58.5196%
13:10:28, 58.4547%
13:10:29, 58.363%
13:10:30, 58.2873%
13:10:31, 58.1771%
13:10:32, 58.0798%
13:10:33, 58.0027%
13:10:34, 57.9508%
13:10:35, 57.8782%
13:10:36, 57.8095%
13:10:39, 57.6599%
13:10:40, 57.5744%
13:10:41, 57.5067%
13:10:42, 57.4498%
13:10:43, 57.3716%
13:10:44, 57.3405%
13:10:45, 57.2177%
13:10:46, 57.1269%
13:10:47, 57.0471%
13:10:48, 57.0111%
13:10:49, 56.9172%
13:10:50, 60.8155%
13:10:51, 60.8155%
13:10:52, 60.8155%
13:10:53, 60.8155%
13:10:54, 60.8547%
13:10:55, 60.8127%
13:10:56, 60.8127%
13:10:57, 60.8004%
13:10:58, 60.7939%
13:10:59, 60.7691%
13:11:00, 60.7639%
13:11:01, 60.797%
13:11:02, 60.3815%
13:11:03, 60.2146%
13:11:04, 60.1238%
13:11:05, 60.051%
13:11:06, 59.9898%
13:11:07, 59.9249%
13:11:08, 59.8795%
13:11:09, 59.8084%
13:11:10, 59.6992%
13:11:11, 59.5583%
13:11:12, 59.474%
13:11:13, 59.4041%
13:11:14, 59.4031%
13:11:15, 59.322%
13:11:16, 59.2514%
13:11:17, 59.1577%
13:11:18, 59.1179%
13:11:19, 59.0568%
13:11:20, 59.0059%
13:11:21, 58.8653%
13:11:22, 58.7824%
13:11:23, 58.6586%
13:11:24, 58.5716%
13:11:25, 58.4782%
13:11:26, 58.399%
13:11:27, 58.3466%
13:11:28, 58.2527%
13:11:29, 58.1634%
13:11:30, 58.0837%
13:11:31, 57.9619%
13:11:32, 57.8848%
13:11:33, 57.7954%
13:11:34, 57.7218%
13:11:35, 57.6532%
13:11:36, 57.547%
13:11:37, 57.4966%
13:11:41, 57.4065%
13:11:42, 57.3295%
13:11:43, 57.3029%
13:11:44, 57.2207%
13:11:45, 57.1199%
13:11:46, 57.0161%
13:11:47, 56.8936%
13:11:48, 56.7906%
13:11:49, 56.7062%
13:11:50, 56.6477%
13:11:51, 60.5421%
13:11:52, 60.5432%
13:11:53, 60.5631%
13:11:54, 60.5685%
13:11:55, 60.5648%
13:11:56, 60.5979%
13:11:57, 60.5849%
13:11:58, 60.5663%
13:11:59, 60.5525%
13:12:00, 60.5562%
13:12:01, 60.5488%
13:12:02, 60.1276%
13:12:03, 59.9087%
13:12:04, 59.8527%
13:12:05, 59.7991%
13:12:06, 59.7426%
13:12:07, 59.6599%
13:12:08, 59.57%
13:12:09, 59.4727%
13:12:10, 59.3955%
13:12:11, 59.3051%
13:12:13, 59.1656%
13:12:14, 59.0878%
13:12:15, 59.0755%
13:12:16, 59.038%
13:12:17, 58.922%
13:12:18, 58.8628%
13:12:19, 58.7598%
13:12:20, 58.6953%
13:12:21, 58.6144%
13:12:22, 58.5238%
13:12:23, 58.4734%
13:12:24, 58.3696%
13:12:25, 58.2956%
13:12:26, 58.188%
13:12:27, 58.0986%
13:12:28, 58.0467%
13:12:29, 57.9242%
13:12:30, 57.8339%
13:12:31, 57.7172%
13:12:32, 57.6176%
13:12:33, 57.5308%
13:12:34, 57.4834%
13:12:35, 57.4235%
13:12:36, 57.3773%
13:12:37, 57.2677%
13:12:38, 57.1998%
13:12:39, 57.1322%
13:12:40, 57.0356%
13:12:41, 56.992%
13:12:43, 56.8822%
13:12:44, 56.7723%
13:12:45, 56.6959%
13:12:46, 56.5605%
13:12:47, 56.4517%
13:12:48, 56.327%
